,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
1080,240.0,240.0,40.0,93.0,0.43,11.0,39.0,0.282,16.0,20.0,0.8,13.0,32.0,45.0,27.0,7.0,9.0,12.0,18.0,107.0,,0.526,0.489,0.419,0.215,26.0,76.2,48.9,67.5,7.2,14.3,10.5,100.0,110.0,113.1,,,11.0,22.0,1.0,4.0,10.0,0.571,4.0,6.0,1.0,3.0,8.0,9.0,5.0,2.0,3.0,3.0,3.0,28.0,8.0,1.0,1.0,0.778,0.75,11.9,29.8,19.3,32.1,3.9,9.4,29.1,28.6,212.0,120.0,WAS,107,0,1,240.0,240.0,42.0,89.0,0.472,7.0,26.0,0.269,19.0,23.0,0.826,10.0,37.0,47.0,24.0,5.0,5.0,10.0,19.0,110.0,,0.555,0.511,0.292,0.258,23.8,74.0,51.1,57.1,5.1,9.3,9.2,100.0,113.1,110.0,,,15.0,22.0,0.682,2.0,10.0,0.5,8.0,8.0,1.0,3.0,9.0,12.0,10.0,1.0,2.0,5.0,5.0,38.0,13.0,0.758,0.727,0.556,0.667,18.0,24.5,20.5,33.5,3.9,11.2,25.0,32.7,158.0,113.0,MIA,110,1,2023,2022-11-25,False
1081,240.0,240.0,42.0,89.0,0.472,7.0,26.0,0.269,19.0,23.0,0.826,10.0,37.0,47.0,24.0,5.0,5.0,10.0,19.0,110.0,,0.555,0.511,0.292,0.258,23.8,74.0,51.1,57.1,5.1,9.3,9.2,100.0,113.1,110.0,,,15.0,22.0,0.682,2.0,10.0,0.5,8.0,8.0,1.0,3.0,9.0,12.0,10.0,1.0,2.0,5.0,5.0,38.0,13.0,0.758,0.727,0.556,0.667,18.0,24.5,20.5,33.5,3.9,11.2,25.0,32.7,158.0,113.0,MIA,110,1,0,240.0,240.0,40.0,93.0,0.43,11.0,39.0,0.282,16.0,20.0,0.8,13.0,32.0,45.0,27.0,7.0,9.0,12.0,18.0,107.0,,0.526,0.489,0.419,0.215,26.0,76.2,48.9,67.5,7.2,14.3,10.5,100.0,110.0,113.1,,,11.0,22.0,1.0,4.0,10.0,0.571,4.0,6.0,1.0,3.0,8.0,9.0,5.0,2.0,3.0,3.0,3.0,28.0,8.0,1.0,1.0,0.778,0.75,11.9,29.8,19.3,32.1,3.9,9.4,29.1,28.6,212.0,120.0,WAS,107,0,2023,2022-11-25,True
1082,240.0,240.0,50.0,93.0,0.538,14.0,28.0,0.5,17.0,22.0,0.773,8.0,29.0,37.0,28.0,8.0,5.0,4.0,20.0,131.0,,0.638,0.613,0.301,0.237,19.0,69.0,44.0,56.0,8.3,11.1,3.7,100.0,135.8,121.2,,,14.0,18.0,0.778,5.0,9.0,0.667,5.0,6.0,1.0,3.0,9.0,9.0,8.0,5.0,3.0,2.0,5.0,34.0,23.0,0.824,0.833,1.0,1.0,19.9,28.0,15.0,44.5,38.3,10.5,11.0,25.3,166.0,131.0,LAC,131,0,1,240.0,240.0,40.0,86.0,0.465,13.0,41.0,0.317,24.0,28.0,0.857,13.0,34.0,47.0,22.0,1.0,1.0,14.0,20.0,117.0,,0.595,0.541,0.477,0.326,31.0,81.0,56.0,55.0,1.0,1.5,12.5,100.0,121.2,135.8,,,14.0,23.0,1.0,3.0,8.0,0.667,9.0,10.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,40.0,6.0,1.0,1.0,1.0,0.875,87.9,46.0,57.5,36.9,1.5,2.0,50.0,98.6,186.0,139.0,SAC,117,1,2024,2023-11-29,True
1083,240.0,240.0,40.0,86.0,0.465,13.0,41.0,0.317,24.0,28.0,0.857,13.0,34.0,47.0,22.0,1.0,1.0,14.0,20.0,117.0,,0.595,0.541,0.477,0.326,31.0,81.0,56.0,55.0,1.0,1.5,12.5,100.0,121.2,135.8,,,14.0,23.0,1.0,3.0,8.0,0.667,9.0,10.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,40.0,6.0,1.0,1.0,1.0,0.875,87.9,46.0,57.5,36.9,1.5,2.0,50.0,98.6,186.0,139.0,SAC,117,1,0,240.0,240.0,50.0,93.0,0.538,14.0,28.0,0.5,17.0,22.0,0.773,8.0,29.0,37.0,28.0,8.0,5.0,4.0,20.0,131.0,,0.638,0.613,0.301,0.237,19.0,69.0,44.0,56.0,8.3,11.1,3.7,100.0,135.8,121.2,,,14.0,18.0,0.778,5.0,9.0,0.667,5.0,6.0,1.0,3.0,9.0,9.0,8.0,5.0,3.0,2.0,5.0,34.0,23.0,0.824,0.833,1.0,1.0,19.9,28.0,15.0,44.5,38.3,10.5,11.0,25.3,166.0,131.0,LAC,131,0,2024,2023-11-29,False
1084,240.0,240.0,37.0,92.0,0.402,15.0,34.0,0.441,14.0,21.0,0.667,16.0,34.0,50.0,23.0,1.0,6.0,13.0,20.0,103.0,,0.509,0.484,0.37,0.228,31.4,79.1,53.2,62.2,1.1,10.9,11.4,100.0,108.8,133.1,,,9.0,15.0,0.8,7.0,9.0,0.778,5.0,8.0,1.0,7.0,5.0,12.0,5.0,1.0,3.0,3.0,4.0,30.0,-3.0,1.1,1.1,0.8,1.0,25.3,96.0,43.9,26.6,2.4,12.2,37.5,36.1,216.0,137.0,LAC,103,0,1,240.0,240.0,45.0,87.0,0.517,19.0,32.0,0.594,17.0,22.0,0.773,9.0,35.0,44.0,26.0,4.0,7.0,8.0,19.0,126.0,,0.652,0.626,0.368,0.253,20.9,68.6,46.8,57.8,4.2,12.1,7.6,100.0,133.1,108.8,,,11.0,20.0,1.0,6.0,8.0,1.0,6.0,7.0,1.0,4.0,10.0,12.0,9.0,1.0,2.0,3.0,4.0,34.0,26.0,1.064,1.5,1.0,2.0,15.7,32.5,19.8,43.0,6.6,5.8,34.7,47.4,217.0,120.0,UTA,126,1,2023,2023-01-18,False
1085,240.0,240.0,45.0,87.0,0.517,19.0,32.0,0.594,17.0,22.0,0.773,9.0,35.0,44.0,26.0,4.0,7.0,8.0,19.0,126.0,,0.652,0.626,0.368,0.253,20.9,68.6,46.8,57.8,4.2,12.1,7.6,100.0,133.1,108.8,,,11.0,20.0,1.0,6.0,8.0,1.0,6.0,7.0,1.0,4.0,10.0,12.0,9.0,1.0,2.0,3.0,4.0,34.0,26.0,1.064,1.5,1.0,2.0,15.7,32.5,19.8,43.0,6.6,5.8,34.7,47.4,217.0,120.0,UTA,126,1,0,240.0,240.0,37.0,92.0,0.402,15.0,34.0,0.441,14.0,21.0,0.667,16.0,34.0,50.0,23.0,1.0,6.0,13.0,20.0,103.0,,0.509,0.484,0.37,0.228,31.4,79.1,53.2,62.2,1.1,10.9,11.4,100.0,108.8,133.1,,,9.0,15.0,0.8,7.0,9.0,0.778,5.0,8.0,1.0,7.0,5.0,12.0,5.0,1.0,3.0,3.0,4.0,30.0,-3.0,1.1,1.1,0.8,1.0,25.3,96.0,43.9,26.6,2.4,12.2,37.5,36.1,216.0,137.0,LAC,103,0,2023,2023-01-18,True
1086,240.0,240.0,41.0,84.0,0.488,16.0,43.0,0.372,26.0,31.0,0.839,10.0,42.0,52.0,29.0,6.0,8.0,11.0,22.0,124.0,,0.635,0.583,0.512,0.369,24.4,79.2,55.3,70.7,6.2,13.8,10.1,100.0,127.3,97.6,,,8.0,22.0,1.0,4.0,9.0,0.6,11.0,12.0,1.0,2.0,12.0,14.0,10.0,1.0,2.0,2.0,4.0,29.0,25.0,1.0,1.0,0.9,2.0,10.9,33.3,20.2,75.7,18.1,30.5,50.0,36.5,200.0,105.0,BOS,124,0,1,240.0,240.0,34.0,90.0,0.378,7.0,32.0,0.219,20.0,25.0,0.8,11.0,31.0,42.0,15.0,4.0,3.0,11.0,19.0,95.0,,0.47,0.417,0.356,0.278,20.8,75.6,44.7,44.1,4.1,7.3,9.8,100.0,97.6,127.3,,,7.0,23.0,1.0,3.0,6.0,1.0,9.0,11.0,1.0,5.0,9.0,12.0,5.0,2.0,2.0,4.0,4.0,23.0,-1.0,1.0,1.0,1.0,1.0,26.9,33.9,24.2,35.2,7.2,6.4,41.0,43.9,200.0,134.0,DAL,95,1,2023,2023-01-05,True
1087,240.0,240.0,34.0,90.0,0.378,7.0,32.0,0.219,20.0,25.0,0.8,11.0,31.0,42.0,15.0,4.0,3.0,11.0,19.0,95.0,,0.47,0.417,0.356,0.278,20.8,75.6,44.7,44.1,4.1,7.3,9.8,100.0,97.6,127.3,,,7.0,23.0,1.0,3.0,6.0,1.0,9.0,11.0,1.0,5.0,9.0,12.0,5.0,2.0,2.0,4.0,4.0,23.0,-1.0,1.0,1.0,1.0,1.0,26.9,33.9,24.2,35.2,7.2,6.4,41.0,43.9,200.0,134.0,DAL,95,1,0,240.0,240.0,41.0,84.0,0.488,16.0,43.0,0.372,26.0,31.0,0.839,10.0,42.0,52.0,29.0,6.0,8.0,11.0,22.0,124.0,,0.635,0.583,0.512,0.369,24.4,79.2,55.3,70.7,6.2,13.8,10.1,100.0,127.3,97.6,,,8.0,22.0,1.0,4.0,9.0,0.6,11.0,12.0,1.0,2.0,12.0,14.0,10.0,1.0,2.0,2.0,4.0,29.0,25.0,1.0,1.0,0.9,2.0,10.9,33.3,20.2,75.7,18.1,30.5,50.0,36.5,200.0,105.0,BOS,124,0,2023,2023-01-05,False
1088,240.0,240.0,51.0,98.0,0.52,15.0,41.0,0.366,13.0,20.0,0.65,21.0,43.0,64.0,28.0,6.0,7.0,14.0,21.0,130.0,,0.609,0.597,0.418,0.204,45.7,75.4,62.1,54.9,6.1,13.0,11.6,100.0,132.0,103.6,,,15.0,22.0,0.682,7.0,13.0,0.538,5.0,7.0,1.0,7.0,7.0,10.0,7.0,2.0,4.0,3.0,4.0,42.0,19.0,0.837,0.841,1.0,0.444,36.8,25.9,22.6,35.2,3.9,17.9,25.4,37.2,186.0,114.0,GSW,130,0,1,240.0,240.0,38.0,93.0,0.409,10.0,39.0,0.256,16.0,26.0,0.615,14.0,25.0,39.0,23.0,8.0,3.0,11.0,18.0,102.0,,0.488,0.462,0.419,0.28,24.6,54.3,37.9,60.5,8.1,5.3,9.5,100.0,103.6,132.0,,,7.0,21.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,3.0,4.0,6.0,5.0,2.0,2.0,5.0,5.0,19.0,0.0,1.25,1.25,0.8,1.0,18.1,22.4,20.0,25.6,4.4,7.4,60.0,33.3,154.0,141.0,NOP,102,1,2024,2023-10-30,True
1089,240.0,240.0,38.0,93.0,0.409,10.0,39.0,0.256,16.0,26.0,0.615,14.0,25.0,39.0,23.0,8.0,3.0,11.0,18.0,102.0,,0.488,0.462,0.419,0.28,24.6,54.3,37.9,60.5,8.1,5.3,9.5,100.0,103.6,132.0,,,7.0,21.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,3.0,4.0,6.0,5.0,2.0,2.0,5.0,5.0,19.0,0.0,1.25,1.25,0.8,1.0,18.1,22.4,20.0,25.6,4.4,7.4,60.0,33.3,154.0,141.0,NOP,102,1,0,240.0,240.0,51.0,98.0,0.52,15.0,41.0,0.366,13.0,20.0,0.65,21.0,43.0,64.0,28.0,6.0,7.0,14.0,21.0,130.0,,0.609,0.597,0.418,0.204,45.7,75.4,62.1,54.9,6.1,13.0,11.6,100.0,132.0,103.6,,,15.0,22.0,0.682,7.0,13.0,0.538,5.0,7.0,1.0,7.0,7.0,10.0,7.0,2.0,4.0,3.0,4.0,42.0,19.0,0.837,0.841,1.0,0.444,36.8,25.9,22.6,35.2,3.9,17.9,25.4,37.2,186.0,114.0,GSW,130,0,2024,2023-10-30,False
1090,265.0,265.0,45.0,94.0,0.479,17.0,35.0,0.486,18.0,26.0,0.692,12.0,34.0,46.0,32.0,7.0,9.0,13.0,30.0,125.0,,0.593,0.569,0.372,0.277,25.0,73.9,48.9,71.1,6.7,15.5,11.0,100.0,118.9,121.8,,,10.0,20.0,0.625,7.0,17.0,1.0,5.0,10.0,1.0,3.0,13.0,16.0,16.0,2.0,4.0,6.0,5.0,31.0,10.0,0.922,0.875,0.85,0.75,21.4,39.9,24.0,56.1,4.4,9.1,23.3,30.7,230.0,131.0,PHO,125,0,1,265.0,265.0,45.0,94.0,0.479,13.0,36.0,0.361,25.0,34.0,0.735,12.0,36.0,48.0,29.0,8.0,4.0,12.0,23.0,128.0,,0.587,0.548,0.383,0.362,26.1,75.0,51.1,64.4,7.6,6.8,9.9,100.0,121.8,118.9,,,16.0,25.0,1.0,5.0,11.0,1.0,7.0,9.0,1.0,7.0,11.0,15.0,15.0,2.0,1.0,3.0,4.0,41.0,18.0,1.5,1.5,1.0,0.5,19.5,27.3,19.0,69.1,3.8,2.6,23.7,31.5,300.0,126.0,DEN,128,1,2023,2022-12-25,False
1091,265.0,265.0,45.0,94.0,0.479,13.0,36.0,0.361,25.0,34.0,0.735,12.0,36.0,48.0,29.0,8.0,4.0,12.0,23.0,128.0,,0.587,0.548,0.383,0.362,26.1,75.0,51.1,64.4,7.6,6.8,9.9,100.0,121.8,118.9,,,16.0,25.0,1.0,5.0,11.0,1.0,7.0,9.0,1.0,7.0,11.0,15.0,15.0,2.0,1.0,3.0,4.0,41.0,18.0,1.5,1.5,1.0,0.5,19.5,27.3,19.0,69.1,3.8,2.6,23.7,31.5,300.0,126.0,DEN,128,1,0,265.0,265.0,45.0,94.0,0.479,17.0,35.0,0.486,18.0,26.0,0.692,12.0,34.0,46.0,32.0,7.0,9.0,13.0,30.0,125.0,,0.593,0.569,0.372,0.277,25.0,73.9,48.9,71.1,6.7,15.5,11.0,100.0,118.9,121.8,,,10.0,20.0,0.625,7.0,17.0,1.0,5.0,10.0,1.0,3.0,13.0,16.0,16.0,2.0,4.0,6.0,5.0,31.0,10.0,0.922,0.875,0.85,0.75,21.4,39.9,24.0,56.1,4.4,9.1,23.3,30.7,230.0,131.0,PHO,125,0,2023,2022-12-25,True
1092,240.0,240.0,44.0,80.0,0.55,12.0,29.0,0.414,22.0,26.0,0.846,8.0,33.0,41.0,19.0,5.0,8.0,9.0,17.0,122.0,,0.667,0.625,0.363,0.325,24.2,71.7,51.9,43.2,5.4,14.0,9.0,100.0,132.6,126.1,,,11.0,18.0,1.0,4.0,9.0,1.0,8.0,8.0,1.0,4.0,7.0,11.0,7.0,2.0,3.0,2.0,5.0,28.0,14.0,1.276,1.3,1.0,2.0,29.2,36.6,33.5,28.3,2.7,12.7,34.7,32.1,258.0,133.0,LAC,122,0,1,240.0,240.0,45.0,94.0,0.479,16.0,37.0,0.432,10.0,17.0,0.588,13.0,25.0,38.0,33.0,6.0,2.0,8.0,21.0,116.0,,0.572,0.564,0.394,0.181,28.3,75.8,48.1,73.3,6.5,3.9,7.3,100.0,126.1,132.6,,,10.0,19.0,0.667,4.0,9.0,0.667,3.0,8.0,1.0,6.0,13.0,19.0,14.0,2.0,2.0,3.0,5.0,23.0,7.0,1.0,1.0,1.0,1.0,18.7,44.6,27.2,47.0,2.9,6.6,100.0,27.8,200.0,139.0,HOU,116,1,2024,2024-03-06,True
1093,240.0,240.0,45.0,94.0,0.479,16.0,37.0,0.432,10.0,17.0,0.588,13.0,25.0,38.0,33.0,6.0,2.0,8.0,21.0,116.0,,0.572,0.564,0.394,0.181,28.3,75.8,48.1,73.3,6.5,3.9,7.3,100.0,126.1,132.6,,,10.0,19.0,0.667,4.0,9.0,0.667,3.0,8.0,1.0,6.0,13.0,19.0,14.0,2.0,2.0,3.0,5.0,23.0,7.0,1.0,1.0,1.0,1.0,18.7,44.6,27.2,47.0,2.9,6.6,100.0,27.8,200.0,139.0,HOU,116,1,0,240.0,240.0,44.0,80.0,0.55,12.0,29.0,0.414,22.0,26.0,0.846,8.0,33.0,41.0,19.0,5.0,8.0,9.0,17.0,122.0,,0.667,0.625,0.363,0.325,24.2,71.7,51.9,43.2,5.4,14.0,9.0,100.0,132.6,126.1,,,11.0,18.0,1.0,4.0,9.0,1.0,8.0,8.0,1.0,4.0,7.0,11.0,7.0,2.0,3.0,2.0,5.0,28.0,14.0,1.276,1.3,1.0,2.0,29.2,36.6,33.5,28.3,2.7,12.7,34.7,32.1,258.0,133.0,LAC,122,0,2024,2024-03-06,False
1094,240.0,240.0,45.0,88.0,0.511,9.0,32.0,0.281,21.0,28.0,0.75,11.0,27.0,38.0,23.0,3.0,7.0,10.0,24.0,120.0,,0.598,0.563,0.364,0.318,25.6,57.4,42.2,51.1,3.2,11.9,9.1,100.0,126.3,132.7,,,10.0,23.0,1.0,3.0,10.0,1.0,8.0,10.0,1.0,4.0,11.0,15.0,7.0,1.0,3.0,3.0,6.0,29.0,6.0,1.25,1.25,1.0,0.667,12.8,31.9,22.7,39.5,3.9,8.4,28.6,34.1,245.0,142.0,UTA,120,0,1,240.0,240.0,43.0,95.0,0.453,12.0,36.0,0.333,28.0,38.0,0.737,20.0,32.0,52.0,18.0,6.0,4.0,6.0,24.0,126.0,,0.564,0.516,0.379,0.4,42.6,74.4,57.8,41.9,6.3,7.1,5.1,100.0,132.7,126.3,,,12.0,26.0,0.667,3.0,11.0,0.667,14.0,15.0,0.933,6.0,8.0,14.0,5.0,4.0,1.0,1.0,6.0,38.0,9.0,0.759,0.833,0.75,0.682,24.7,36.0,30.1,20.9,7.9,3.8,20.5,31.0,167.0,133.0,NYK,126,1,2023,2023-02-11,False
1095,240.0,240.0,43.0,95.0,0.453,12.0,36.0,0.333,28.0,38.0,0.737,20.0,32.0,52.0,18.0,6.0,4.0,6.0,24.0,126.0,,0.564,0.516,0.379,0.4,42.6,74.4,57.8,41.9,6.3,7.1,5.1,100.0,132.7,126.3,,,12.0,26.0,0.667,3.0,11.0,0.667,14.0,15.0,0.933,6.0,8.0,14.0,5.0,4.0,1.0,1.0,6.0,38.0,9.0,0.759,0.833,0.75,0.682,24.7,36.0,30.1,20.9,7.9,3.8,20.5,31.0,167.0,133.0,NYK,126,1,0,240.0,240.0,45.0,88.0,0.511,9.0,32.0,0.281,21.0,28.0,0.75,11.0,27.0,38.0,23.0,3.0,7.0,10.0,24.0,120.0,,0.598,0.563,0.364,0.318,25.6,57.4,42.2,51.1,3.2,11.9,9.1,100.0,126.3,132.7,,,10.0,23.0,1.0,3.0,10.0,1.0,8.0,10.0,1.0,4.0,11.0,15.0,7.0,1.0,3.0,3.0,6.0,29.0,6.0,1.25,1.25,1.0,0.667,12.8,31.9,22.7,39.5,3.9,8.4,28.6,34.1,245.0,142.0,UTA,120,0,2023,2023-02-11,True
1096,240.0,240.0,39.0,89.0,0.438,10.0,33.0,0.303,18.0,19.0,0.947,9.0,28.0,37.0,33.0,4.0,4.0,15.0,22.0,106.0,,0.544,0.494,0.371,0.213,19.1,68.3,42.0,84.6,4.0,6.6,13.3,100.0,105.1,134.8,,,8.0,16.0,0.8,3.0,6.0,0.6,4.0,4.0,1.0,2.0,5.0,7.0,9.0,2.0,2.0,3.0,4.0,21.0,0.0,0.8,0.8,0.833,1.5,16.8,28.9,22.5,49.8,3.2,13.0,23.3,31.8,174.0,140.0,PHO,106,0,1,240.0,240.0,52.0,98.0,0.531,16.0,37.0,0.432,16.0,20.0,0.8,13.0,38.0,51.0,29.0,8.0,6.0,10.0,19.0,136.0,,0.637,0.612,0.378,0.204,31.7,80.9,58.0,55.8,7.9,10.7,8.6,100.0,134.8,105.1,,,11.0,20.0,0.833,5.0,8.0,0.75,7.0,8.0,1.0,5.0,7.0,9.0,8.0,2.0,6.0,2.0,3.0,29.0,30.0,0.986,0.958,1.0,0.727,24.8,39.2,23.9,40.7,12.0,20.1,25.0,33.0,177.0,114.0,MEM,136,1,2023,2023-01-16,False
1097,240.0,240.0,52.0,98.0,0.531,16.0,37.0,0.432,16.0,20.0,0.8,13.0,38.0,51.0,29.0,8.0,6.0,10.0,19.0,136.0,,0.637,0.612,0.378,0.204,31.7,80.9,58.0,55.8,7.9,10.7,8.6,100.0,134.8,105.1,,,11.0,20.0,0.833,5.0,8.0,0.75,7.0,8.0,1.0,5.0,7.0,9.0,8.0,2.0,6.0,2.0,3.0,29.0,30.0,0.986,0.958,1.0,0.727,24.8,39.2,23.9,40.7,12.0,20.1,25.0,33.0,177.0,114.0,MEM,136,1,0,240.0,240.0,39.0,89.0,0.438,10.0,33.0,0.303,18.0,19.0,0.947,9.0,28.0,37.0,33.0,4.0,4.0,15.0,22.0,106.0,,0.544,0.494,0.371,0.213,19.1,68.3,42.0,84.6,4.0,6.6,13.3,100.0,105.1,134.8,,,8.0,16.0,0.8,3.0,6.0,0.6,4.0,4.0,1.0,2.0,5.0,7.0,9.0,2.0,2.0,3.0,4.0,21.0,0.0,0.8,0.8,0.833,1.5,16.8,28.9,22.5,49.8,3.2,13.0,23.3,31.8,174.0,140.0,PHO,106,0,2023,2023-01-16,True
1098,240.0,240.0,38.0,83.0,0.458,13.0,40.0,0.325,24.0,25.0,0.96,5.0,30.0,35.0,21.0,3.0,4.0,13.0,24.0,113.0,,0.601,0.536,0.482,0.301,13.9,73.2,45.5,55.3,3.0,7.1,12.1,100.0,114.8,123.9,,,12.0,20.0,1.0,6.0,12.0,0.5,14.0,14.0,1.0,2.0,8.0,10.0,8.0,2.0,2.0,4.0,5.0,44.0,11.0,1.0,1.0,1.0,4.0,9.1,32.1,21.3,53.4,3.0,10.4,33.3,52.3,200.0,130.0,POR,113,0,1,240.0,240.0,44.0,88.0,0.5,11.0,32.0,0.344,23.0,28.0,0.821,11.0,31.0,42.0,32.0,8.0,6.0,11.0,15.0,122.0,,0.608,0.563,0.364,0.318,26.8,86.1,54.5,72.7,8.1,14.0,9.9,100.0,123.9,114.8,,,13.0,15.0,1.0,4.0,7.0,0.667,9.0,10.0,1.0,6.0,10.0,12.0,10.0,3.0,1.0,4.0,4.0,36.0,21.0,1.0,1.0,0.7,0.714,51.9,38.7,27.6,53.8,4.6,7.1,100.0,42.4,165.0,123.0,DEN,122,1,2023,2023-01-17,False
1099,240.0,240.0,44.0,88.0,0.5,11.0,32.0,0.344,23.0,28.0,0.821,11.0,31.0,42.0,32.0,8.0,6.0,11.0,15.0,122.0,,0.608,0.563,0.364,0.318,26.8,86.1,54.5,72.7,8.1,14.0,9.9,100.0,123.9,114.8,,,13.0,15.0,1.0,4.0,7.0,0.667,9.0,10.0,1.0,6.0,10.0,12.0,10.0,3.0,1.0,4.0,4.0,36.0,21.0,1.0,1.0,0.7,0.714,51.9,38.7,27.6,53.8,4.6,7.1,100.0,42.4,165.0,123.0,DEN,122,1,0,240.0,240.0,38.0,83.0,0.458,13.0,40.0,0.325,24.0,25.0,0.96,5.0,30.0,35.0,21.0,3.0,4.0,13.0,24.0,113.0,,0.601,0.536,0.482,0.301,13.9,73.2,45.5,55.3,3.0,7.1,12.1,100.0,114.8,123.9,,,12.0,20.0,1.0,6.0,12.0,0.5,14.0,14.0,1.0,2.0,8.0,10.0,8.0,2.0,2.0,4.0,5.0,44.0,11.0,1.0,1.0,1.0,4.0,9.1,32.1,21.3,53.4,3.0,10.4,33.3,52.3,200.0,130.0,POR,113,0,2023,2023-01-17,True
1100,240.0,240.0,46.0,97.0,0.474,21.0,49.0,0.429,9.0,10.0,0.9,10.0,22.0,32.0,31.0,11.0,2.0,11.0,24.0,122.0,,0.602,0.582,0.505,0.103,22.2,64.7,40.5,67.4,11.1,3.9,9.8,100.0,122.9,126.0,,,13.0,28.0,1.0,7.0,19.0,0.667,5.0,5.0,1.0,4.0,6.0,10.0,7.0,4.0,1.0,4.0,5.0,38.0,6.0,0.868,1.0,0.833,1.0,12.4,39.7,21.4,34.3,5.2,4.2,36.4,35.7,176.0,135.0,GSW,122,0,1,240.0,240.0,43.0,78.0,0.551,8.0,27.0,0.296,31.0,32.0,0.969,12.0,35.0,47.0,25.0,6.0,3.0,21.0,16.0,125.0,,0.679,0.603,0.346,0.41,35.3,77.8,59.5,58.1,6.0,6.3,18.6,100.0,126.0,122.9,,,8.0,21.0,1.0,2.0,7.0,1.0,16.0,16.0,1.0,3.0,7.0,10.0,11.0,3.0,1.0,5.0,3.0,33.0,11.0,1.157,1.167,0.583,1.0,25.2,31.6,21.7,40.0,4.0,4.6,36.4,35.4,241.0,127.0,POR,125,1,2023,2023-02-08,False
1101,240.0,240.0,43.0,78.0,0.551,8.0,27.0,0.296,31.0,32.0,0.969,12.0,35.0,47.0,25.0,6.0,3.0,21.0,16.0,125.0,,0.679,0.603,0.346,0.41,35.3,77.8,59.5,58.1,6.0,6.3,18.6,100.0,126.0,122.9,,,8.0,21.0,1.0,2.0,7.0,1.0,16.0,16.0,1.0,3.0,7.0,10.0,11.0,3.0,1.0,5.0,3.0,33.0,11.0,1.157,1.167,0.583,1.0,25.2,31.6,21.7,40.0,4.0,4.6,36.4,35.4,241.0,127.0,POR,125,1,0,240.0,240.0,46.0,97.0,0.474,21.0,49.0,0.429,9.0,10.0,0.9,10.0,22.0,32.0,31.0,11.0,2.0,11.0,24.0,122.0,,0.602,0.582,0.505,0.103,22.2,64.7,40.5,67.4,11.1,3.9,9.8,100.0,122.9,126.0,,,13.0,28.0,1.0,7.0,19.0,0.667,5.0,5.0,1.0,4.0,6.0,10.0,7.0,4.0,1.0,4.0,5.0,38.0,6.0,0.868,1.0,0.833,1.0,12.4,39.7,21.4,34.3,5.2,4.2,36.4,35.7,176.0,135.0,GSW,122,0,2023,2023-02-08,True
